"Reservoir_name","Basin","Subbasin","Agency_name","Date","Year","Month","Full_reservoir_level","Live_capacity_FRL","Storage","Level"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-11","2022","11","20.4","3.983E-5","0.02243","18.94"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-12","2022","11","20.4","3.983E-5","0.02235","18.93"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-13","2022","11","20.4","3.983E-5","NA","NA"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-14","2022","11","20.4","3.983E-5","0.02209","18.9"
"Aji-IV","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-15","2022","11","20.4","3.983E-5","0.02209","18.9"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-01","2022","11","182.31","1.055E-5","0.01055","182.31"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-02","2022","11","182.31","1.055E-5","NA","NA"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-03","2022","11","182.31","1.055E-5","0.01055","182.31"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-04","2022","11","182.31","1.055E-5","0.01055","182.31"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-05","2022","11","182.31","1.055E-5","0.01045","182.25"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-06","2022","11","182.31","1.055E-5","0.01045","182.25"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-07","2022","11","182.31","1.055E-5","0.01045","182.25"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-08","2022","11","182.31","1.055E-5","0.01045","182.25"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-09","2022","11","182.31","1.055E-5","0.01034","182.2"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-10","2022","11","182.31","1.055E-5","0.01034","182.2"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-11","2022","11","182.31","1.055E-5","0.01034","182.2"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-12","2022","11","182.31","1.055E-5","0.01034","182.2"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-13","2022","11","182.31","1.055E-5","0.01034","182.2"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-14","2022","11","182.31","1.055E-5","0.01023","182.15"
"Ambajal","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-15","2022","11","182.31","1.055E-5","0.01023","182.15"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-01","2022","11","5.64","3.0E-5","0.0085","4.16"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-02","2022","11","5.64","3.0E-5","0.0084","4.15"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-03","2022","11","5.64","3.0E-5","0.0083","4.14"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-04","2022","11","5.64","3.0E-5","0.00815","4.13"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-05","2022","11","5.64","3.0E-5","0.008","4.12"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-06","2022","11","5.64","3.0E-5","NA","NA"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-07","2022","11","5.64","3.0E-5","0.00775","4.1"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-08","2022","11","5.64","3.0E-5","NA","NA"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-09","2022","11","5.64","3.0E-5","0.00755","4.08"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-10","2022","11","5.64","3.0E-5","0.0074","4.07"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-11","2022","11","5.64","3.0E-5","0.00692","4.03"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-12","2022","11","5.64","3.0E-5","0.00645","3.99"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-13","2022","11","5.64","3.0E-5","NA","NA"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-14","2022","11","5.64","3.0E-5","0.00517","3.87"
"Amipur","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-15","2022","11","5.64","3.0E-5","0.00454","3.81"
