Basin,Date,Evapotranspiration (mm),Year
Krishna Basin,2023-01-02,0.31,2023
Krishna Basin,2023-01-03,0.29,2023
Krishna Basin,2023-01-04,0.28,2023
Krishna Basin,2023-01-05,0.27,2023
Krishna Basin,2023-01-06,0.26,2023
Krishna Basin,2023-01-07,0.26,2023
Krishna Basin,2023-01-08,0.26,2023
Krishna Basin,2023-01-09,0.26,2023
Krishna Basin,2023-01-10,0.26,2023
Krishna Basin,2023-01-11,0.28,2023
Krishna Basin,2023-01-12,0.27,2023
Krishna Basin,2023-01-13,0.26,2023
Krishna Basin,2023-01-14,0.25,2023
Krishna Basin,2023-01-15,0.25,2023
Krishna Basin,2023-01-17,0.25,2023
Krishna Basin,2023-01-18,0.24,2023
Krishna Basin,2023-01-19,0.24,2023
Krishna Basin,2023-01-20,0.23,2023
Krishna Basin,2023-01-21,0.22,2023
Krishna Basin,2023-01-22,0.22,2023
Krishna Basin,2023-01-23,0.22,2023
Krishna Basin,2023-01-24,0.2,2023
Krishna Basin,2023-01-25,0.2,2023
Krishna Basin,2023-01-26,0.21,2023
Krishna Basin,2023-01-27,0.2,2023
Krishna Basin,2023-01-28,0.2,2023
Krishna Basin,2023-01-29,0.2,2023
Krishna Basin,2023-01-30,0.19,2023
Krishna Basin,2023-01-31,0.18,2023
Krishna Basin,2023-02-01,0.18,2023
Krishna Basin,2023-02-02,0.18,2023
Krishna Basin,2023-02-03,0.18,2023
Krishna Basin,2023-02-04,0.18,2023
Krishna Basin,2023-02-05,0.17,2023
Krishna Basin,2023-02-06,0.17,2023
Krishna Basin,2023-02-07,0.17,2023
Krishna Basin,2023-02-08,0.16,2023
Krishna Basin,2023-02-09,0.16,2023
Krishna Basin,2023-02-10,0.16,2023
Krishna Basin,2023-02-11,0.16,2023
Krishna Basin,2023-02-12,0.15,2023
Krishna Basin,2023-02-13,0.15,2023
Krishna Basin,2023-02-14,0.14,2023
Krishna Basin,2023-02-15,0.14,2023
Krishna Basin,2023-02-16,0.15,2023
Krishna Basin,2023-02-17,0.14,2023
Krishna Basin,2023-02-18,0.14,2023
Krishna Basin,2023-02-19,0.13,2023
Krishna Basin,2023-02-20,0.13,2023
Krishna Basin,2023-02-21,0.13,2023
Krishna Basin,2023-02-22,0.13,2023
Krishna Basin,2023-02-23,0.13,2023
Krishna Basin,2023-02-24,0.12,2023
Krishna Basin,2023-02-26,0.12,2023
Krishna Basin,2023-02-27,0.12,2023
Krishna Basin,2023-02-28,0.12,2023
Krishna Basin,2023-03-01,0.12,2023
Krishna Basin,2023-03-02,0.12,2023
Krishna Basin,2023-03-03,0.12,2023
Krishna Basin,2023-03-04,0.12,2023
Krishna Basin,2023-03-05,0.12,2023
Krishna Basin,2023-03-06,0.11,2023
Krishna Basin,2023-03-07,0.13,2023
Krishna Basin,2023-03-08,0.17,2023
Krishna Basin,2023-03-09,0.13,2023
Krishna Basin,2023-03-10,0.14,2023
Krishna Basin,2023-03-11,0.13,2023
Krishna Basin,2023-03-12,0.13,2023
Krishna Basin,2023-03-13,0.12,2023
Krishna Basin,2023-03-14,0.12,2023
Krishna Basin,2023-03-15,0.11,2023
Krishna Basin,2023-03-16,0.3,2023
Krishna Basin,2023-03-17,0.46,2023
Krishna Basin,2023-03-18,0.76,2023
Krishna Basin,2023-03-19,0.55,2023
Krishna Basin,2023-03-20,0.59,2023
Krishna Basin,2023-03-21,0.5,2023
Krishna Basin,2023-03-22,0.48,2023
Krishna Basin,2023-03-23,0.47,2023
Krishna Basin,2023-03-24,0.47,2023
Krishna Basin,2023-03-25,0.4,2023
Krishna Basin,2023-03-26,0.49,2023
Mahanadi Basin,2022-11-01,1.79,2022
Mahanadi Basin,2022-11-02,1.54,2022
Mahanadi Basin,2022-11-03,1.54,2022
Mahanadi Basin,2022-11-04,1.55,2022
Mahanadi Basin,2022-11-05,1.55,2022
Mahanadi Basin,2022-11-06,1.43,2022
Mahanadi Basin,2022-11-07,1.34,2022
Mahanadi Basin,2022-11-08,1.25,2022
Mahanadi Basin,2022-11-09,1.17,2022
Mahanadi Basin,2022-11-10,1.14,2022
Mahanadi Basin,2022-11-11,1.08,2022
Mahanadi Basin,2022-11-12,1,2022
Mahanadi Basin,2022-11-13,1.01,2022
Mahanadi Basin,2022-11-14,0.97,2022
Mahanadi Basin,2022-11-15,0.96,2022
Mahanadi Basin,2022-11-16,0.94,2022
Mahanadi Basin,2022-11-17,0.9,2022
Mahanadi Basin,2022-11-18,0.77,2022
Mahanadi Basin,2022-11-19,0.73,2022
Mahanadi Basin,2022-11-20,0.73,2022
Mahanadi Basin,2022-11-21,0.75,2022
Mahanadi Basin,2022-11-22,0.77,2022
Mahanadi Basin,2022-11-23,0.7,2022
Mahanadi Basin,2022-11-24,0.67,2022
Mahanadi Basin,2022-11-25,0.65,2022
Mahanadi Basin,2022-11-26,0.65,2022
Mahanadi Basin,2022-11-27,0.64,2022
Mahanadi Basin,2022-11-28,0.63,2022
Mahanadi Basin,2022-11-29,0.61,2022
Mahanadi Basin,2022-11-30,0.6,2022
Mahanadi Basin,2022-12-01,0.45,2022
Mahanadi Basin,2022-12-02,0.43,2022
Mahanadi Basin,2022-12-03,0.41,2022
Mahanadi Basin,2022-12-04,0.39,2022
Mahanadi Basin,2022-12-05,0.38,2022
Mahanadi Basin,2022-12-06,0.37,2022
Mahanadi Basin,2022-12-07,0.34,2022
Mahanadi Basin,2022-12-08,0.33,2022
Mahanadi Basin,2022-12-09,0.35,2022
Mahanadi Basin,2022-12-10,0.29,2022
Mahanadi Basin,2022-12-11,0.44,2022
Mahanadi Basin,2022-12-12,0.46,2022
Mahanadi Basin,2022-12-13,0.4,2022
Mahanadi Basin,2022-12-14,0.38,2022
Mahanadi Basin,2022-12-15,0.38,2022
Mahanadi Basin,2022-12-16,0.36,2022
Mahanadi Basin,2022-12-17,0.33,2022
Mahanadi Basin,2022-12-18,0.33,2022
Mahanadi Basin,2022-12-19,0.34,2022
Mahanadi Basin,2022-12-20,0.34,2022
Mahanadi Basin,2022-12-21,0.34,2022
Mahanadi Basin,2022-12-22,0.33,2022
Mahanadi Basin,2022-12-23,0.34,2022
Mahanadi Basin,2022-12-24,0.36,2022
Mahanadi Basin,2022-12-25,0.34,2022
Mahanadi Basin,2022-12-26,0.35,2022
Mahanadi Basin,2022-12-27,0.34,2022
Mahanadi Basin,2022-12-28,0.31,2022
Mahanadi Basin,2022-12-29,0.29,2022
Mahanadi Basin,2022-12-30,0.31,2022
Mahanadi Basin,2022-12-31,0.31,2022
Mahanadi Basin,2023-01-01,0.25,2023
Mahanadi Basin,2023-01-02,0.24,2023
Mahanadi Basin,2023-01-03,0.23,2023
Mahanadi Basin,2023-01-04,0.21,2023
Mahanadi Basin,2023-01-05,0.22,2023
Mahanadi Basin,2023-01-06,0.23,2023
Mahanadi Basin,2023-01-07,0.24,2023
Mahanadi Basin,2023-01-08,0.24,2023
Mahanadi Basin,2023-01-09,0.25,2023
Mahanadi Basin,2023-01-10,0.27,2023
Mahanadi Basin,2023-01-11,0.27,2023
Mahanadi Basin,2023-01-12,0.28,2023
Mahanadi Basin,2023-01-13,0.27,2023
Mahanadi Basin,2023-01-14,0.27,2023
Mahanadi Basin,2023-01-15,0.26,2023
Mahanadi Basin,2023-01-17,0.25,2023
Mahanadi Basin,2023-01-18,0.24,2023
Mahanadi Basin,2023-01-19,0.23,2023
Mahanadi Basin,2023-01-20,0.24,2023
Mahanadi Basin,2023-01-21,0.24,2023
Mahanadi Basin,2023-01-22,0.23,2023
Mahanadi Basin,2023-01-23,0.23,2023
Mahanadi Basin,2023-01-24,0.23,2023
Mahanadi Basin,2023-01-25,0.23,2023
Mahanadi Basin,2023-01-26,0.22,2023
Mahanadi Basin,2023-01-27,0.22,2023
Mahanadi Basin,2023-01-28,0.21,2023
Mahanadi Basin,2023-01-29,0.21,2023
Mahanadi Basin,2023-01-30,0.2,2023
Mahanadi Basin,2023-01-31,0.2,2023
Mahanadi Basin,2023-02-01,0.18,2023
Mahanadi Basin,2023-02-02,0.18,2023
Mahanadi Basin,2023-02-03,0.17,2023
Mahanadi Basin,2023-02-04,0.18,2023
Mahanadi Basin,2023-02-05,0.17,2023
Mahanadi Basin,2023-02-06,0.2,2023
Mahanadi Basin,2023-02-07,0.17,2023
Mahanadi Basin,2023-02-08,0.19,2023
Mahanadi Basin,2023-02-09,0.17,2023
Mahanadi Basin,2023-02-10,0.16,2023
Mahanadi Basin,2023-02-11,0.16,2023
Mahanadi Basin,2023-02-12,0.15,2023
Mahanadi Basin,2023-02-13,0.15,2023
Mahanadi Basin,2023-02-14,0.15,2023
Mahanadi Basin,2023-02-15,0.14,2023
Mahanadi Basin,2023-02-16,0.16,2023
Mahanadi Basin,2023-02-17,0.14,2023
Mahanadi Basin,2023-02-18,0.14,2023
Mahanadi Basin,2023-02-19,0.14,2023
Mahanadi Basin,2023-02-20,0.14,2023
Mahanadi Basin,2023-02-21,0.13,2023
Mahanadi Basin,2023-02-22,0.13,2023
Mahanadi Basin,2023-02-23,0.12,2023
Mahanadi Basin,2023-02-24,0.12,2023
Mahanadi Basin,2023-02-26,0.12,2023
Mahanadi Basin,2023-02-27,0.12,2023
Mahanadi Basin,2023-02-28,0.11,2023
Mahanadi Basin,2023-03-01,0.11,2023
Mahanadi Basin,2023-03-02,0.11,2023
Mahanadi Basin,2023-03-03,0.11,2023
Mahanadi Basin,2023-03-04,0.1,2023
Mahanadi Basin,2023-03-05,0.1,2023
Mahanadi Basin,2023-03-06,0.1,2023
Mahanadi Basin,2023-03-07,0.1,2023
Mahanadi Basin,2023-03-08,0.1,2023
Mahanadi Basin,2023-03-09,0.14,2023
Mahanadi Basin,2023-03-10,0.11,2023
Mahanadi Basin,2023-03-11,0.22,2023
Mahanadi Basin,2023-03-12,0.16,2023
Mahanadi Basin,2023-03-13,0.13,2023
Mahanadi Basin,2023-03-14,0.12,2023
Mahanadi Basin,2023-03-15,0.11,2023
Mahanadi Basin,2023-03-16,0.19,2023
Mahanadi Basin,2023-03-17,0.32,2023
Mahanadi Basin,2023-03-18,0.42,2023
Mahanadi Basin,2023-03-19,0.83,2023
Mahanadi Basin,2023-03-20,3.17,2023
Mahanadi Basin,2023-03-21,1.47,2023
Mahanadi Basin,2023-03-22,1.72,2023
Mahanadi Basin,2023-03-23,1.21,2023
Mahanadi Basin,2023-03-24,0.87,2023
Mahanadi Basin,2023-03-25,0.77,2023
Mahanadi Basin,2023-03-26,0.82,2023
Mahi Basin,2022-11-01,0.91,2022
Mahi Basin,2022-11-02,0.88,2022
Mahi Basin,2022-11-03,0.85,2022
Mahi Basin,2022-11-04,0.82,2022
Mahi Basin,2022-11-05,0.77,2022
Mahi Basin,2022-11-06,0.72,2022
Mahi Basin,2022-11-07,0.68,2022
Mahi Basin,2022-11-08,0.62,2022
Mahi Basin,2022-11-09,0.58,2022
Mahi Basin,2022-11-10,0.57,2022
Mahi Basin,2022-11-11,0.53,2022
Mahi Basin,2022-11-12,0.48,2022
Mahi Basin,2022-11-13,0.5,2022
Mahi Basin,2022-11-14,0.48,2022
Mahi Basin,2022-11-15,0.47,2022
Mahi Basin,2022-11-16,0.45,2022
Mahi Basin,2022-11-17,0.43,2022
Mahi Basin,2022-11-18,0.38,2022
Mahi Basin,2022-11-19,0.38,2022
Mahi Basin,2022-11-20,0.38,2022
Mahi Basin,2022-11-21,0.37,2022
Mahi Basin,2022-11-22,0.37,2022
Mahi Basin,2022-11-23,0.37,2022
Mahi Basin,2022-11-24,0.37,2022
Mahi Basin,2022-11-25,0.36,2022
Mahi Basin,2022-11-26,0.35,2022
Mahi Basin,2022-11-27,0.35,2022
Mahi Basin,2022-11-28,0.34,2022
Mahi Basin,2022-11-29,0.32,2022
Mahi Basin,2022-11-30,0.3,2022
Mahi Basin,2022-12-01,0.22,2022
Mahi Basin,2022-12-02,0.22,2022
Mahi Basin,2022-12-03,0.21,2022
Mahi Basin,2022-12-04,0.2,2022
Mahi Basin,2022-12-05,0.2,2022
Mahi Basin,2022-12-06,0.18,2022
Mahi Basin,2022-12-07,0.18,2022
Mahi Basin,2022-12-08,0.18,2022
Mahi Basin,2022-12-09,0.18,2022
Mahi Basin,2022-12-10,0.18,2022
Mahi Basin,2022-12-11,0.18,2022
Mahi Basin,2022-12-12,0.19,2022
Mahi Basin,2022-12-13,0.16,2022
Mahi Basin,2022-12-14,0.16,2022
Mahi Basin,2022-12-15,0.17,2022
Mahi Basin,2022-12-16,0.19,2022
Mahi Basin,2022-12-17,0.18,2022
Mahi Basin,2022-12-18,0.18,2022
Mahi Basin,2022-12-19,0.17,2022
Mahi Basin,2022-12-20,0.17,2022
Mahi Basin,2022-12-21,0.17,2022
Mahi Basin,2022-12-22,0.16,2022
Mahi Basin,2022-12-23,0.15,2022
Mahi Basin,2022-12-24,0.13,2022
Mahi Basin,2022-12-25,0.13,2022
Mahi Basin,2022-12-26,0.13,2022
Mahi Basin,2022-12-27,0.13,2022
Mahi Basin,2022-12-28,0.14,2022
Mahi Basin,2022-12-29,0.15,2022
Mahi Basin,2022-12-30,0.14,2022
Mahi Basin,2022-12-31,0.12,2022
Mahi Basin,2023-01-01,0.11,2023
Mahi Basin,2023-01-02,0.11,2023
Mahi Basin,2023-01-03,0.1,2023
Mahi Basin,2023-01-04,0.09,2023
Mahi Basin,2023-01-05,0.1,2023
Mahi Basin,2023-01-06,0.11,2023
Mahi Basin,2023-01-07,0.12,2023
Mahi Basin,2023-01-08,0.13,2023
Mahi Basin,2023-01-09,0.13,2023
Mahi Basin,2023-01-10,0.12,2023
Mahi Basin,2023-01-11,0.13,2023
Mahi Basin,2023-01-12,0.12,2023
Mahi Basin,2023-01-13,0.11,2023
Mahi Basin,2023-01-14,0.1,2023
Mahi Basin,2023-01-15,0.1,2023
Mahi Basin,2023-01-17,0.1,2023
Mahi Basin,2023-01-18,0.1,2023
Mahi Basin,2023-01-19,0.11,2023
Mahi Basin,2023-01-20,0.11,2023
Mahi Basin,2023-01-21,0.11,2023
Mahi Basin,2023-01-22,0.1,2023
Mahi Basin,2023-01-23,0.1,2023
Mahi Basin,2023-01-24,0.1,2023
Mahi Basin,2023-01-25,0.09,2023
Mahi Basin,2023-01-26,0.09,2023
Mahi Basin,2023-01-27,0.09,2023
Mahi Basin,2023-01-28,0.1,2023
Mahi Basin,2023-01-29,0.14,2023
Mahi Basin,2023-01-30,0.54,2023
Mahi Basin,2023-01-31,0.21,2023
Mahi Basin,2023-02-01,0.21,2023
Mahi Basin,2023-02-02,0.23,2023
Mahi Basin,2023-02-03,0.23,2023
Mahi Basin,2023-02-04,0.23,2023
Mahi Basin,2023-02-05,0.23,2023
Mahi Basin,2023-02-06,0.22,2023
Mahi Basin,2023-02-07,0.21,2023
Mahi Basin,2023-02-08,0.2,2023
Mahi Basin,2023-02-09,0.2,2023
Mahi Basin,2023-02-10,0.2,2023
Mahi Basin,2023-02-11,0.18,2023
Mahi Basin,2023-02-12,0.18,2023
Mahi Basin,2023-02-13,0.17,2023
Mahi Basin,2023-02-14,0.17,2023
Mahi Basin,2023-02-15,0.17,2023
Mahi Basin,2023-02-16,0.17,2023
Mahi Basin,2023-02-17,0.16,2023
Mahi Basin,2023-02-18,0.16,2023
Mahi Basin,2023-02-19,0.16,2023
Mahi Basin,2023-02-20,0.15,2023
Mahi Basin,2023-02-21,0.15,2023
Mahi Basin,2023-02-22,0.14,2023
Mahi Basin,2023-02-23,0.15,2023
Mahi Basin,2023-02-24,0.14,2023
Mahi Basin,2023-02-26,0.14,2023
Mahi Basin,2023-02-27,0.14,2023
Mahi Basin,2023-02-28,0.14,2023
Mahi Basin,2023-03-01,0.14,2023
Mahi Basin,2023-03-02,0.14,2023
Mahi Basin,2023-03-03,0.14,2023
Mahi Basin,2023-03-04,0.13,2023
Mahi Basin,2023-03-05,0.13,2023
Mahi Basin,2023-03-06,0.17,2023
Mahi Basin,2023-03-07,0.38,2023
Mahi Basin,2023-03-08,0.56,2023
Mahi Basin,2023-03-09,0.33,2023
Mahi Basin,2023-03-10,0.39,2023
Mahi Basin,2023-03-11,0.36,2023
Mahi Basin,2023-03-12,0.35,2023
Mahi Basin,2023-03-13,0.33,2023
Mahi Basin,2023-03-14,0.31,2023
Mahi Basin,2023-03-15,0.3,2023
Mahi Basin,2023-03-16,0.24,2023
Mahi Basin,2023-03-17,0.43,2023
Mahi Basin,2023-03-18,0.72,2023
Mahi Basin,2023-03-19,1.35,2023
Mahi Basin,2023-03-20,0.57,2023
Mahi Basin,2023-03-21,0.68,2023
Mahi Basin,2023-03-22,0.54,2023
Mahi Basin,2023-03-23,0.53,2023
Mahi Basin,2023-03-24,0.51,2023
Mahi Basin,2023-03-25,0.52,2023
Mahi Basin,2023-03-26,0.51,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-01,2.59,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-02,2.44,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-03,1.95,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-04,2.05,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-05,2.09,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-06,2,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-07,1.77,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-08,1.73,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-09,1.73,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-10,1.63,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-11,1.48,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-12,1.26,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-13,1.32,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-14,1.24,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-15,1.22,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-16,1.13,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-17,1.08,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-18,1.05,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-19,1.04,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-20,0.95,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-21,1.05,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-22,0.98,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-23,0.9,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-24,0.87,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-25,0.91,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-26,0.89,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-27,0.89,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-28,0.86,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-29,0.76,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-11-30,0.65,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-01,0.7,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-02,0.68,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-03,0.63,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-04,0.68,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-05,0.61,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-06,0.6,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-07,0.57,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-08,0.57,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-09,0.55,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-10,0.51,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-11,0.5,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-12,0.48,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-13,0.46,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-14,0.25,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-15,0.24,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-16,0.23,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-17,0.24,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-18,0.27,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-19,0.25,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-20,0.23,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-21,0.28,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-22,0.23,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-23,0.22,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-24,0.23,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-25,0.2,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-26,0.14,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-27,0.23,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-28,0.58,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-29,0.25,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-30,0.21,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2022-12-31,0.2,2022
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-01,0.19,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-02,0.22,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-03,0.22,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-04,0.22,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-05,0.22,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-06,0.23,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-07,0.24,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-08,0.23,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-09,0.24,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-10,0.24,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-11,0.38,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-12,0.36,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-13,0.35,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-14,0.33,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-15,0.31,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-17,0.32,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-18,0.32,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-19,0.31,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-20,0.34,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-21,0.34,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-22,0.33,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-23,0.36,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-24,0.37,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-25,0.37,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-26,0.36,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-27,0.36,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-28,0.35,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-29,0.35,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-30,0.35,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-01-31,0.34,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-01,0.29,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-02,0.35,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-03,0.4,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-04,0.28,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-05,0.28,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-06,0.26,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-07,0.25,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-08,0.24,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-09,0.24,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-10,0.26,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-11,0.23,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-12,0.23,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-13,0.22,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-14,0.22,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-15,0.22,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-16,0.22,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-17,0.21,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-18,0.21,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-19,0.2,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-20,0.19,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-21,0.2,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-22,0.18,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-23,0.23,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-24,0.22,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-26,0.19,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-27,0.17,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-02-28,0.16,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-01,0.14,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-02,0.14,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-03,0.14,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-04,0.14,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-05,0.13,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-06,0.13,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-07,0.12,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-08,0.12,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-09,0.14,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-10,0.19,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-11,0.14,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-12,0.12,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-13,0.11,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-14,0.12,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-15,0.1,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-16,1.4,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-17,0.64,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-18,0.65,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-19,1.07,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-20,1.78,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-21,4.37,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-22,2.6,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-23,1.26,2023
Minor rivers draining into Myanmar and Bangladesh Basin,2023-03-24,1.28,2023
